7205,2014-03-20 00:00:00.0,38686,ON_HOLD
6783,2014-03-20 00:00:00.0,38687,CANCELED
9226,2014-03-20 00:00:00.0,38688,COMPLETE
5485,2014-03-20 00:00:00.0,38689,CANCELED
6971,2014-03-20 00:00:00.0,38690,COMPLETE
2799,2014-03-20 00:00:00.0,38691,COMPLETE
212,2014-03-20 00:00:00.0,38692,PROCESSING
10010,2014-03-20 00:00:00.0,38693,CLOSED
11132,2014-03-20 00:00:00.0,38694,PENDING
2448,2014-03-20 00:00:00.0,38695,COMPLETE
2863,2014-03-20 00:00:00.0,38696,COMPLETE
3026,2014-03-20 00:00:00.0,38697,COMPLETE
5607,2014-03-20 00:00:00.0,38698,CLOSED
9201,2014-03-20 00:00:00.0,38699,PENDING_PAYMENT
5664,2014-03-20 00:00:00.0,38700,PROCESSING
457,2014-03-20 00:00:00.0,38701,COMPLETE
7527,2014-03-20 00:00:00.0,38702,SUSPECTED_FRAUD
5876,2014-03-20 00:00:00.0,38703,PROCESSING
9106,2014-03-20 00:00:00.0,38704,CLOSED
5552,2014-03-21 00:00:00.0,38705,PENDING
5272,2014-03-21 00:00:00.0,38706,PENDING
3615,2014-03-21 00:00:00.0,38707,PENDING_PAYMENT
10742,2014-03-21 00:00:00.0,38708,PROCESSING
9459,2014-03-21 00:00:00.0,38709,COMPLETE
5916,2014-03-21 00:00:00.0,38710,CLOSED
8214,2014-03-21 00:00:00.0,38711,COMPLETE
10030,2014-03-21 00:00:00.0,38712,COMPLETE
5732,2014-03-21 00:00:00.0,38713,CLOSED
1095,2014-03-21 00:00:00.0,38714,COMPLETE
3365,2014-03-21 00:00:00.0,38715,COMPLETE
3855,2014-03-21 00:00:00.0,38716,COMPLETE
1078,2014-03-21 00:00:00.0,38717,COMPLETE
7337,2014-03-21 00:00:00.0,38718,PENDING_PAYMENT
7132,2014-03-21 00:00:00.0,38719,ON_HOLD
5566,2014-03-21 00:00:00.0,38720,ON_HOLD
12171,2014-03-21 00:00:00.0,38721,COMPLETE
9978,2014-03-21 00:00:00.0,38722,PENDING
7501,2014-03-21 00:00:00.0,38723,CLOSED
2313,2014-03-21 00:00:00.0,38724,PENDING_PAYMENT
8775,2014-03-21 00:00:00.0,38725,PENDING_PAYMENT
9434,2014-03-21 00:00:00.0,38726,PENDING_PAYMENT
8332,2014-03-21 00:00:00.0,38727,SUSPECTED_FRAUD
5957,2014-03-21 00:00:00.0,38728,COMPLETE
11077,2014-03-21 00:00:00.0,38729,PENDING
2278,2014-03-21 00:00:00.0,38730,PENDING_PAYMENT
4219,2014-03-21 00:00:00.0,38731,PENDING_PAYMENT
1676,2014-03-21 00:00:00.0,38732,CLOSED
2615,2014-03-21 00:00:00.0,38733,COMPLETE
4456,2014-03-21 00:00:00.0,38734,PENDING_PAYMENT
11763,2014-03-21 00:00:00.0,38735,PROCESSING
1356,2014-03-21 00:00:00.0,38736,PENDING
8447,2014-03-21 00:00:00.0,38737,COMPLETE
2261,2014-03-21 00:00:00.0,38738,PENDING
9910,2014-03-21 00:00:00.0,38739,ON_HOLD
1936,2014-03-21 00:00:00.0,38740,PENDING
4890,2014-03-21 00:00:00.0,38741,COMPLETE
3768,2014-03-21 00:00:00.0,38742,PENDING
11768,2014-03-21 00:00:00.0,38743,CANCELED
12131,2014-03-21 00:00:00.0,38744,PENDING
8617,2014-03-21 00:00:00.0,38745,SUSPECTED_FRAUD
3331,2014-03-21 00:00:00.0,38746,PENDING
12366,2014-03-21 00:00:00.0,38747,COMPLETE
10473,2014-03-21 00:00:00.0,38748,CANCELED
8321,2014-03-21 00:00:00.0,38749,COMPLETE
6789,2014-03-21 00:00:00.0,38750,PENDING_PAYMENT
1827,2014-03-21 00:00:00.0,38751,PENDING_PAYMENT
3345,2014-03-21 00:00:00.0,38752,COMPLETE
2572,2014-03-21 00:00:00.0,38753,PROCESSING
206,2014-03-21 00:00:00.0,38754,COMPLETE
7284,2014-03-21 00:00:00.0,38755,ON_HOLD
7597,2014-03-21 00:00:00.0,38756,CLOSED
10487,2014-03-21 00:00:00.0,38757,COMPLETE
9626,2014-03-21 00:00:00.0,38758,PENDING_PAYMENT
10933,2014-03-21 00:00:00.0,38759,CLOSED
467,2014-03-21 00:00:00.0,38760,PENDING_PAYMENT
3279,2014-03-21 00:00:00.0,38761,PENDING_PAYMENT
3582,2014-03-21 00:00:00.0,38762,PENDING_PAYMENT
9271,2014-03-21 00:00:00.0,38763,PENDING_PAYMENT
8101,2014-03-21 00:00:00.0,38764,ON_HOLD
6550,2014-03-21 00:00:00.0,38765,COMPLETE
10182,2014-03-21 00:00:00.0,38766,PROCESSING
11114,2014-03-21 00:00:00.0,38767,PENDING
5339,2014-03-21 00:00:00.0,38768,COMPLETE
6908,2014-03-21 00:00:00.0,38769,PENDING_PAYMENT
11265,2014-03-21 00:00:00.0,38770,PENDING_PAYMENT
10582,2014-03-21 00:00:00.0,38771,PENDING_PAYMENT
7876,2014-03-21 00:00:00.0,38772,PENDING_PAYMENT
6158,2014-03-21 00:00:00.0,38773,COMPLETE
12256,2014-03-21 00:00:00.0,38774,ON_HOLD
1972,2014-03-21 00:00:00.0,38775,ON_HOLD
7994,2014-03-21 00:00:00.0,38776,PENDING_PAYMENT
12051,2014-03-21 00:00:00.0,38777,COMPLETE
5336,2014-03-21 00:00:00.0,38778,PENDING_PAYMENT
3474,2014-03-21 00:00:00.0,38779,PROCESSING
6330,2014-03-21 00:00:00.0,38780,COMPLETE
2572,2014-03-21 00:00:00.0,38781,PROCESSING
7375,2014-03-21 00:00:00.0,38782,PENDING
12386,2014-03-21 00:00:00.0,38783,CLOSED
2276,2014-03-21 00:00:00.0,38784,COMPLETE
4823,2014-03-21 00:00:00.0,38785,COMPLETE
973,2014-03-21 00:00:00.0,38786,COMPLETE
10183,2014-03-21 00:00:00.0,38787,COMPLETE
4417,2014-03-21 00:00:00.0,38788,COMPLETE
5299,2014-03-21 00:00:00.0,38789,CLOSED
10907,2014-03-21 00:00:00.0,38790,CLOSED
11770,2014-03-21 00:00:00.0,38791,PENDING
2349,2014-03-21 00:00:00.0,38792,CLOSED
10736,2014-03-21 00:00:00.0,38793,PENDING_PAYMENT
8133,2014-03-21 00:00:00.0,38794,PENDING
11246,2014-03-21 00:00:00.0,38795,COMPLETE
408,2014-03-21 00:00:00.0,38796,ON_HOLD
11113,2014-03-21 00:00:00.0,38797,PENDING_PAYMENT
5442,2014-03-21 00:00:00.0,38798,PENDING_PAYMENT
4148,2014-03-21 00:00:00.0,38799,SUSPECTED_FRAUD
10803,2014-03-21 00:00:00.0,38800,COMPLETE
297,2014-03-21 00:00:00.0,38801,CLOSED
2626,2014-03-21 00:00:00.0,38802,COMPLETE
8869,2014-03-21 00:00:00.0,38803,PROCESSING
11862,2014-03-21 00:00:00.0,38804,COMPLETE
797,2014-03-21 00:00:00.0,38805,COMPLETE
4978,2014-03-21 00:00:00.0,38806,PENDING_PAYMENT
8015,2014-03-21 00:00:00.0,38807,PENDING_PAYMENT
2485,2014-03-21 00:00:00.0,38808,PENDING_PAYMENT
2488,2014-03-21 00:00:00.0,38809,COMPLETE
4958,2014-03-21 00:00:00.0,38810,COMPLETE
7098,2014-03-21 00:00:00.0,38811,COMPLETE
1543,2014-03-21 00:00:00.0,38812,PROCESSING
7585,2014-03-21 00:00:00.0,38813,COMPLETE
10018,2014-03-21 00:00:00.0,38814,CLOSED
3889,2014-03-21 00:00:00.0,38815,CLOSED
11577,2014-03-21 00:00:00.0,38816,PROCESSING
11198,2014-03-21 00:00:00.0,38817,COMPLETE
6595,2014-03-21 00:00:00.0,38818,PENDING_PAYMENT
12079,2014-03-21 00:00:00.0,38819,COMPLETE
4094,2014-03-21 00:00:00.0,38820,PROCESSING
5695,2014-03-21 00:00:00.0,38821,SUSPECTED_FRAUD
11349,2014-03-21 00:00:00.0,38822,PENDING_PAYMENT
8507,2014-03-21 00:00:00.0,38823,CANCELED
9570,2014-03-21 00:00:00.0,38824,CLOSED
10711,2014-03-21 00:00:00.0,38825,PENDING_PAYMENT
2470,2014-03-21 00:00:00.0,38826,PENDING_PAYMENT
9806,2014-03-21 00:00:00.0,38827,COMPLETE
5140,2014-03-21 00:00:00.0,38828,PENDING_PAYMENT
7694,2014-03-21 00:00:00.0,38829,PENDING_PAYMENT
558,2014-03-21 00:00:00.0,38830,CLOSED
6321,2014-03-21 00:00:00.0,38831,CLOSED
3725,2014-03-21 00:00:00.0,38832,PROCESSING
8159,2014-03-21 00:00:00.0,38833,PROCESSING
4590,2014-03-21 00:00:00.0,38834,ON_HOLD
6959,2014-03-21 00:00:00.0,38835,COMPLETE
11499,2014-03-21 00:00:00.0,38836,PENDING_PAYMENT
1464,2014-03-21 00:00:00.0,38837,COMPLETE
8012,2014-03-21 00:00:00.0,38838,COMPLETE
11109,2014-03-21 00:00:00.0,38839,ON_HOLD
1008,2014-03-21 00:00:00.0,38840,PENDING_PAYMENT
10340,2014-03-21 00:00:00.0,38841,COMPLETE
2164,2014-03-21 00:00:00.0,38842,PENDING_PAYMENT
6273,2014-03-21 00:00:00.0,38843,CANCELED
2229,2014-03-21 00:00:00.0,38844,COMPLETE
8743,2014-03-21 00:00:00.0,38845,COMPLETE
11501,2014-03-21 00:00:00.0,38846,PENDING_PAYMENT
3226,2014-03-21 00:00:00.0,38847,PENDING_PAYMENT
55,2014-03-21 00:00:00.0,38848,CLOSED
1289,2014-03-21 00:00:00.0,38849,PENDING_PAYMENT
76,2014-03-21 00:00:00.0,38850,COMPLETE
7789,2014-03-21 00:00:00.0,38851,COMPLETE
11475,2014-03-21 00:00:00.0,38852,PENDING
10346,2014-03-21 00:00:00.0,38853,CLOSED
677,2014-03-21 00:00:00.0,38854,PENDING_PAYMENT
760,2014-03-21 00:00:00.0,38855,PENDING_PAYMENT
5928,2014-03-21 00:00:00.0,38856,PENDING_PAYMENT
6382,2014-03-21 00:00:00.0,38857,PROCESSING
11836,2014-03-21 00:00:00.0,38858,PENDING_PAYMENT
688,2014-03-22 00:00:00.0,38859,PENDING
5564,2014-03-22 00:00:00.0,38860,CLOSED
11261,2014-03-22 00:00:00.0,38861,PENDING_PAYMENT
4911,2014-03-22 00:00:00.0,38862,PENDING
1617,2014-03-22 00:00:00.0,38863,PAYMENT_REVIEW
5829,2014-03-22 00:00:00.0,38864,CLOSED
2979,2014-03-22 00:00:00.0,38865,PROCESSING
10226,2014-03-22 00:00:00.0,38866,PROCESSING
7824,2014-03-22 00:00:00.0,38867,COMPLETE
12126,2014-03-22 00:00:00.0,38868,COMPLETE
10036,2014-03-22 00:00:00.0,38869,COMPLETE
5113,2014-03-22 00:00:00.0,38870,PENDING_PAYMENT
11525,2014-03-22 00:00:00.0,38871,PENDING_PAYMENT
1016,2014-03-22 00:00:00.0,38872,COMPLETE
4847,2014-03-22 00:00:00.0,38873,ON_HOLD
10429,2014-03-22 00:00:00.0,38874,PENDING_PAYMENT
8020,2014-03-22 00:00:00.0,38875,CLOSED
